datum,exchange,ticker,score,price,rs,eps_q_growth,eps_cagr,inst_pct,pct_from_high,vol_ratio,stop,c_ok,a_ok,n_ok,s_ok,l_ok,i_ok,m_ok,total_score
2026-06-29,048 Nasdaq/NYSE,CIEN,4,478.93,98.5,2333.0,-30.4,98.0,23.6,0.68,440.62,True,False,False,False,True,True,True,293.0
2026-06-29,048 Nasdaq/NYSE,GEV,5,1102.51,93.6,1768.1,0.0,79.6,4.0,0.91,1014.31,True,False,True,False,True,True,True,255.5
2026-06-29,048 Nasdaq/NYSE,MU,5,1145.28,98.8,1398.3,0.0,81.5,5.6,1.0,1053.66,True,False,True,False,True,True,True,209.6
2026-06-29,048 Nasdaq/NYSE,COHR,5,391.22,97.9,1118.3,0.0,89.6,8.4,1.13,359.92,True,False,True,False,True,True,True,181.4
2026-06-29,048 Nasdaq/NYSE,PFG,4,108.51,75.8,782.7,37.9,81.1,3.4,0.72,99.83,True,False,True,False,False,True,True,128.3
2026-06-29,048 Nasdaq/NYSE,TER,6,463.21,98.1,303.4,11.1,96.5,1.9,1.21,426.15,True,False,True,True,True,True,True,120.0
2026-06-29,048 Nasdaq/NYSE,LLY,7,1229.93,85.3,168.1,98.5,85.4,0.0,1.23,1131.54,True,True,True,True,True,True,True,113.9
2026-06-29,048 Nasdaq/NYSE,AMD,6,539.49,97.6,95.1,125.3,72.2,2.2,0.88,496.33,True,True,True,False,True,True,True,99.0
2026-06-29,048 Nasdaq/NYSE,GLW,5,255.69,98.3,136.3,65.7,73.7,0.0,1.11,235.23,True,False,True,False,True,True,True,93.3
2026-06-29,048 Nasdaq/NYSE,WST,6,354.68,86.3,54.6,-8.8,103.9,0.0,1.58,326.31,True,False,True,True,True,True,True,92.7
2026-06-29,048 Nasdaq/NYSE,APH,6,166.42,87.6,26.5,48.8,97.9,0.0,0.84,153.11,True,True,True,False,True,True,True,90.2
2026-06-29,048 Nasdaq/NYSE,FTNT,6,155.42,91.2,23.3,27.1,72.5,0.0,1.52,142.99,False,True,True,True,True,True,True,88.2
2026-06-29,048 Nasdaq/NYSE,HST,5,24.92,86.0,99.2,1.7,105.7,0.8,1.03,22.93,True,False,True,False,True,True,True,87.1
2026-06-29,048 Nasdaq/NYSE,GOOGL,6,353.65,91.9,81.2,33.8,80.8,12.1,0.69,325.36,True,True,True,False,True,True,True,86.5
2026-06-29,048 Nasdaq/NYSE,GOOG,6,351.28,91.5,81.2,33.8,61.1,11.9,0.75,323.18,True,True,True,False,True,True,True,86.4
2026-06-29,048 Nasdaq/NYSE,FFIV,6,410.56,80.8,1.5,32.4,110.3,0.0,1.49,377.72,False,True,True,True,True,True,True,86.2
2026-06-29,048 Nasdaq/NYSE,GNRC,5,283.81,93.3,67.1,-11.4,94.0,4.0,1.08,261.11,True,False,True,False,True,True,True,85.4
2026-06-29,048 Nasdaq/NYSE,FIX,6,1948.69,97.2,38.2,77.8,96.5,5.7,0.74,1792.79,True,True,True,False,True,True,True,83.3
2026-06-29,048 Nasdaq/NYSE,LRCX,5,410.91,97.8,37.2,9.0,88.1,0.0,0.99,378.04,True,False,True,False,True,True,True,83.3
2026-06-29,048 Nasdaq/NYSE,AMAT,5,694.64,97.4,31.3,1.0,85.1,0.0,0.85,639.07,True,False,True,False,True,True,True,82.6
2026-06-29,048 Nasdaq/NYSE,CSCO,6,117.7,90.8,35.4,-10.2,82.9,9.5,1.21,108.28,True,False,True,True,True,True,True,81.7
2026-06-29,048 Nasdaq/NYSE,ROK,5,482.33,82.8,38.9,-20.8,91.0,0.0,0.53,443.74,True,False,True,False,True,True,True,80.5
2026-06-29,048 Nasdaq/NYSE,MNST,5,97.64,84.7,28.6,8.1,70.9,0.0,0.98,89.83,True,False,True,False,True,True,True,79.8
2026-06-29,048 Nasdaq/NYSE,PANW,5,332.0,94.0,0.0,60.6,83.3,0.0,1.46,305.44,False,False,True,True,True,True,True,78.8
2026-06-29,048 Nasdaq/NYSE,ADI,5,391.78,85.8,106.5,-17.3,93.5,12.1,0.98,360.44,True,False,True,False,True,True,True,77.8
2026-06-29,048 Nasdaq/NYSE,MRK,5,129.38,82.9,0.0,607.2,82.2,0.0,0.52,119.03,False,True,True,False,True,True,True,76.6
2026-06-29,048 Nasdaq/NYSE,PWR,5,714.45,90.6,52.9,17.5,95.2,9.0,0.67,657.29,True,False,True,False,True,True,True,73.4
2026-06-29,048 Nasdaq/NYSE,FSLR,5,232.8,81.2,65.4,35.6,94.5,26.8,1.29,214.18,True,True,False,True,True,True,False,72.8
2026-06-29,048 Nasdaq/NYSE,TECH,5,70.9,78.0,126.0,-49.3,118.4,0.4,3.22,65.23,True,False,True,True,False,True,True,72.6
2026-06-29,048 Nasdaq/NYSE,KEYS,5,340.13,92.8,35.8,-10.3,92.8,8.9,0.81,312.92,True,False,True,False,True,True,True,72.1
2026-06-29,048 Nasdaq/NYSE,TXN,5,285.48,83.5,31.0,-12.4,92.6,14.1,1.09,262.64,True,False,True,False,True,True,True,69.8
2026-06-29,048 Nasdaq/NYSE,KLAC,4,278.39,97.0,10.3,9.5,93.8,0.0,0.92,256.12,False,False,True,False,True,True,True,69.4
2026-06-29,048 Nasdaq/NYSE,JBHT,4,287.89,92.9,20.2,-9.4,78.5,0.5,1.17,264.86,False,False,True,False,True,True,True,68.6
2026-06-29,048 Nasdaq/NYSE,DAL,4,93.17,92.2,0.0,4.2,83.8,0.0,0.94,85.72,False,False,True,False,True,True,True,68.4
2026-06-29,048 Nasdaq/NYSE,VLO,4,266.32,90.1,0.0,-48.4,87.9,0.0,1.12,245.01,False,False,True,False,True,True,True,68.0
2026-06-29,048 Nasdaq/NYSE,DINO,4,70.81,85.6,0.0,-39.7,84.1,4.3,0.88,65.15,False,False,True,False,True,True,True,67.1
2026-06-29,048 Nasdaq/NYSE,STLD,4,234.22,89.5,85.8,-30.4,89.4,17.2,0.71,215.48,True,False,False,False,True,True,True,66.5
2026-06-29,048 Nasdaq/NYSE,GE,4,373.71,81.9,-3.7,-4.2,81.0,0.0,0.89,343.81,False,False,True,False,True,True,True,66.4
2026-06-29,048 Nasdaq/NYSE,MPWR,4,1312.77,88.1,43.1,20.6,101.1,22.3,0.87,1207.75,True,False,False,False,True,True,True,61.9
2026-06-29,048 Nasdaq/NYSE,CMI,4,691.09,93.8,-20.6,96.7,88.0,5.0,0.67,635.8,False,False,True,False,True,True,True,58.8
2026-06-29,048 Nasdaq/NYSE,AIZ,4,267.98,74.4,87.0,16.5,97.6,0.0,0.76,246.54,True,False,True,False,False,True,True,58.7
2026-06-29,048 Nasdaq/NYSE,HWM,5,268.57,76.9,68.6,40.4,94.5,5.2,0.44,247.08,True,True,True,False,False,True,True,56.9
2026-06-29,048 Nasdaq/NYSE,QCOM,4,188.72,74.2,162.1,-12.5,84.9,24.5,1.92,173.62,True,False,False,True,False,True,True,56.2
2026-06-29,048 Nasdaq/NYSE,FCX,4,61.62,71.5,150.3,9.2,88.3,14.1,0.7,56.69,True,False,True,False,False,True,True,55.0
2026-06-29,048 Nasdaq/NYSE,EME,5,814.41,79.4,26.9,41.8,97.0,13.7,0.86,749.26,True,True,True,False,False,True,True,52.7
2026-06-29,048 Nasdaq/NYSE,GWW,4,1353.29,71.9,15.9,-3.4,75.9,1.6,1.45,1245.03,False,False,True,True,False,True,True,50
2026-06-29,048 Nasdaq/NYSE,RL,4,397.61,77.4,17.5,20.7,107.9,3.8,1.46,365.8,False,False,True,True,False,True,True,50
2026-06-29,048 Nasdaq/NYSE,ROST,4,208.83,79.6,35.6,7.0,94.7,13.0,0.76,192.12,True,False,True,False,False,True,True,43.6
2026-06-29,048 Nasdaq/NYSE,AAPL,4,281.74,71.0,19.4,7.5,65.8,10.6,2.21,259.2,False,False,True,True,False,True,True,40
